Source,Target,Type,Id,Label,Weight
55140385,967839,Undirected,342,,1
55120000,55120615,Undirected,343,,8
55120000,55005619,Undirected,344,,1
55120000,55004272,Undirected,345,,1
55120000,54982531,Undirected,346,,1
55120000,54811282,Undirected,347,,1
55120000,54727723,Undirected,348,,1
55120000,54126607,Undirected,349,,1
55120000,53906818,Undirected,350,,1
55120000,53623249,Undirected,351,,1
55120000,53597356,Undirected,352,,1
55120000,53574403,Undirected,353,,1
55120000,53410339,Undirected,354,,1
55120000,53409010,Undirected,355,,1
55120000,53284015,Undirected,356,,1
55120000,52971490,Undirected,357,,1
55120000,52630069,Undirected,358,,1
55120000,52582042,Undirected,359,,1
55120000,52543297,Undirected,360,,1
55120000,52527937,Undirected,361,,1
55120000,51720805,Undirected,362,,1
55120000,51718189,Undirected,363,,1
55120000,51629701,Undirected,364,,1
55120000,51359560,Undirected,365,,2
55120000,50563036,Undirected,366,,1
55120000,50253802,Undirected,367,,1
55120000,50165302,Undirected,368,,1
55120000,50091712,Undirected,369,,1
55120000,50033236,Undirected,370,,1
55120000,49989694,Undirected,371,,1
55120000,49635376,Undirected,372,,1
55120000,49480597,Undirected,373,,2
55120000,49371913,Undirected,374,,1
55120000,48383845,Undirected,375,,1
55120000,47671984,Undirected,376,,1
55120000,47458630,Undirected,377,,1
55120000,47436889,Undirected,378,,1
55120000,47319151,Undirected,379,,1
55120000,47238874,Undirected,380,,1
55120000,46867873,Undirected,381,,1
55120000,46783768,Undirected,382,,1
55120000,46778032,Undirected,383,,1
55120000,46752670,Undirected,384,,1
55120000,46663756,Undirected,385,,1
55120000,46365688,Undirected,386,,1
55120000,45707137,Undirected,387,,1
55120000,45656128,Undirected,388,,2
55120000,45262036,Undirected,389,,1
55120000,45261853,Undirected,390,,1
55120000,45088921,Undirected,391,,1
55120000,45035839,Undirected,392,,1
55120000,44897836,Undirected,393,,1
55120000,44757718,Undirected,394,,1
55120000,44755155,Undirected,395,,1
55120000,44732743,Undirected,396,,1
55120000,44523739,Undirected,397,,1
55120000,44385730,Undirected,398,,1
55120000,44383567,Undirected,399,,1
55120000,44363299,Undirected,400,,1
55120000,44359531,Undirected,401,,1
55120000,44214046,Undirected,402,,1
55120000,43899033,Undirected,403,,1
55120000,43889862,Undirected,404,,1
55120000,43786191,Undirected,405,,1
55120000,43765851,Undirected,406,,1
55120000,43715028,Undirected,407,,1
55120000,43605172,Undirected,408,,1
55120000,43358442,Undirected,409,,1
55120000,43241698,Undirected,410,,1
55120000,43158394,Undirected,411,,1
55120000,43144594,Undirected,412,,1
55120000,43037871,Undirected,413,,1
55120000,42882672,Undirected,414,,1
55120000,42859368,Undirected,415,,1
55120000,42488337,Undirected,416,,1
55120000,42467853,Undirected,417,,1
55120000,41759385,Undirected,418,,1
55120000,41640003,Undirected,419,,1
55120000,41635680,Undirected,420,,1
55120000,41241234,Undirected,421,,1
55120000,40516038,Undirected,422,,1
55120000,40512330,Undirected,423,,1
55120000,40439787,Undirected,424,,1
55120000,40203960,Undirected,425,,1
55120000,39943224,Undirected,426,,1
55120000,39792693,Undirected,427,,1
55120000,39768741,Undirected,428,,1
55120000,39399174,Undirected,429,,1
55120000,39398265,Undirected,430,,1
55120000,39398130,Undirected,431,,1
55120000,39251949,Undirected,432,,1
55120000,39006924,Undirected,433,,1
55120000,37912996,Undirected,434,,1
55120000,37703899,Undirected,435,,1
55120000,36244780,Undirected,436,,1
55120000,36096208,Undirected,437,,1
55120000,35429644,Undirected,438,,1
55120000,35343661,Undirected,439,,1
55120000,35342587,Undirected,440,,1
55120000,35151154,Undirected,441,,1
55120000,35028649,Undirected,442,,1
55120000,35027962,Undirected,443,,1
55120000,35027806,Undirected,444,,1
55120000,35027128,Undirected,445,,1
55120000,34986325,Undirected,446,,1
55120000,34970776,Undirected,447,,1
55120000,34906729,Undirected,448,,1
55120000,34891807,Undirected,449,,1
55120000,34717030,Undirected,450,,1
55120000,34323934,Undirected,451,,1
55120000,33715321,Undirected,452,,1
55120000,32684734,Undirected,453,,1
55120000,32247706,Undirected,454,,1
55120000,32209927,Undirected,455,,1
55120000,32064610,Undirected,456,,1
55120000,31981432,Undirected,457,,1
55120000,31909897,Undirected,458,,1
55120000,31909720,Undirected,459,,1
55120000,31909642,Undirected,460,,1
55120000,31818055,Undirected,461,,1
55120000,31250579,Undirected,462,,1
55120000,30982418,Undirected,463,,1
55120000,30727367,Undirected,464,,2
55120000,30714734,Undirected,465,,1
55120000,30607886,Undirected,466,,1
55120000,30570080,Undirected,467,,1
55120000,30550911,Undirected,468,,1
55120000,30550875,Undirected,469,,1
55120000,30550791,Undirected,470,,1
55120000,30529788,Undirected,471,,1
55120000,29961414,Undirected,472,,1
55120000,29242884,Undirected,473,,1
55120000,28047516,Undirected,474,,1
55120000,28028118,Undirected,475,,1
55120000,27789625,Undirected,476,,1
55120000,27772279,Undirected,477,,1
55120000,27701111,Undirected,478,,1
55120000,27684952,Undirected,479,,1
55120000,27623804,Undirected,480,,1
55120000,27619385,Undirected,481,,1
55120000,27615719,Undirected,482,,1
55120000,27583675,Undirected,483,,1
55120000,27572062,Undirected,484,,1
55120000,26130079,Undirected,485,,1
55120000,26130028,Undirected,486,,1
55120000,25992556,Undirected,487,,1
55120000,25015054,Undirected,488,,1
55120000,23508133,Undirected,489,,1
55120000,21791515,Undirected,490,,1
55120000,20933204,Undirected,491,,1
55120000,19360660,Undirected,492,,2
55120000,19345435,Undirected,493,,1
55120000,19216210,Undirected,494,,2
55120000,18472108,Undirected,495,,2
55120000,18224222,Undirected,496,,1
55120000,18065339,Undirected,497,,1
55120000,16572176,Undirected,498,,1
55120000,15479217,Undirected,499,,1
55120000,10618053,Undirected,500,,1
55120000,9420512,Undirected,501,,1
55120000,7084837,Undirected,502,,1
55120000,5734414,Undirected,503,,1
55120000,4354898,Undirected,504,,1
55120000,3969237,Undirected,505,,1
55120000,3665940,Undirected,506,,1
55120000,3482228,Undirected,507,,1
55004272,54982531,Undirected,508,,1
55004272,54811282,Undirected,509,,1
55004272,54727723,Undirected,510,,1
55004272,54126607,Undirected,511,,1
55004272,53906818,Undirected,512,,1
55004272,53597356,Undirected,513,,1
55004272,53574403,Undirected,514,,1
55004272,53409010,Undirected,515,,1
55004272,53284015,Undirected,516,,1
55004272,52971490,Undirected,517,,1
55004272,52630069,Undirected,518,,1
55004272,52582042,Undirected,519,,1
55004272,52543297,Undirected,520,,1
55004272,52527937,Undirected,521,,1
55004272,51720805,Undirected,522,,1
55004272,51718189,Undirected,523,,1
55004272,51629701,Undirected,524,,1
55004272,51359560,Undirected,525,,1
55004272,50253802,Undirected,526,,1
55004272,50091712,Undirected,527,,1
55004272,50033236,Undirected,528,,1
55004272,49635376,Undirected,529,,1
55004272,49480597,Undirected,530,,1
55004272,49371913,Undirected,531,,1
55004272,48383845,Undirected,532,,1
55004272,47671984,Undirected,533,,1
55004272,47458630,Undirected,534,,1
55004272,47436889,Undirected,535,,1
55004272,47319151,Undirected,536,,1
55004272,47238874,Undirected,537,,1
55004272,46867873,Undirected,538,,1
55004272,46783768,Undirected,539,,1
55004272,46778032,Undirected,540,,1
55004272,46752670,Undirected,541,,1
55004272,46365688,Undirected,542,,1
55004272,45707137,Undirected,543,,1
55004272,45656128,Undirected,544,,1
55004272,45262036,Undirected,545,,1
55004272,45261853,Undirected,546,,1
55004272,45088921,Undirected,547,,1
55004272,45035839,Undirected,548,,1
55004272,44897836,Undirected,549,,1
55004272,44757718,Undirected,550,,1
55004272,44755155,Undirected,551,,1
55004272,44732743,Undirected,552,,1
55004272,44523739,Undirected,553,,1
55004272,44385730,Undirected,554,,1
55004272,44383567,Undirected,555,,1
55004272,44363299,Undirected,556,,1
55004272,44359531,Undirected,557,,1
55004272,44214046,Undirected,558,,1
55004272,43899033,Undirected,559,,1
55004272,43889862,Undirected,560,,1
55004272,43765851,Undirected,561,,1
55004272,43605172,Undirected,562,,1
55004272,43358442,Undirected,563,,1
55004272,43241698,Undirected,564,,1
55004272,43158394,Undirected,565,,1
55004272,43144594,Undirected,566,,1
55004272,42859368,Undirected,567,,1
55004272,42488337,Undirected,568,,1
55004272,42467853,Undirected,569,,1
55004272,41759385,Undirected,570,,1
55004272,41640003,Undirected,571,,1
55004272,41635680,Undirected,572,,1
55004272,41241234,Undirected,573,,1
55004272,40512330,Undirected,574,,1
55004272,40203960,Undirected,575,,1
55004272,39943224,Undirected,576,,1
55004272,39792693,Undirected,577,,1
55004272,39768741,Undirected,578,,1
55004272,39399174,Undirected,579,,1
55004272,39398265,Undirected,580,,1
55004272,39398130,Undirected,581,,1
55004272,39251949,Undirected,582,,1
55004272,39006924,Undirected,583,,1
55004272,37912996,Undirected,584,,1
55004272,36096208,Undirected,585,,1
55004272,35429644,Undirected,586,,1
